track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,description,playcount,user
TRCQKEZ128F933F180,Behind Blue Eyes,Limp Bizkit,https://p.scdn.co/mp3-preview/99248f94fbcf65041492d72dbc8bd65c1ec02fee?cid=774b29d4f13844c495f206cafdad9c86,0ApGb6NH1TQP7klarPq2VW,"rock, alternative, metal, alternative_rock, cover, nu_metal",Rock,2005,269386,0.586,0.502,7,-6.114,1,0.0272,0.417,0.0,0.0971,0.101,120.297,4,"The song 'Behind Blue Eyes' by Limp Bizkit is a Rock track released in 2005. With a duration of 4.489766666666666 minutes, it has a tempo of 120.297 BPM. The song's energy level is 0.502, its danceability is 0.586, and its acousticness is 0.417. It has been tagged with: [rock, alternative, metal, alternative_rock, cover, nu_metal]",111,user_34550|user_45699|user_63108|user_71158|user_76348
TRPSBBO128F92F8FF8,Cherry Lips,Archie Bronson Outfit,https://p.scdn.co/mp3-preview/b246c1d713cd234f6ad667977ffb4ecbcad28263?cid=774b29d4f13844c495f206cafdad9c86,0HPkkm2lQVuMOVntv5VG4A,"rock, indie, indie_rock, british, grunge, blues_rock",Rock,2006,257466,0.338,0.945,2,-3.875,1,0.0753,0.00219,0.746,0.157,0.311,102.895,4,"The song 'Cherry Lips' by Archie Bronson Outfit is a Rock track released in 2006. With a duration of 4.2911 minutes, it has a tempo of 102.895 BPM. The song's energy level is 0.945, its danceability is 0.338, and its acousticness is 0.00219. It has been tagged with: [rock, indie, indie_rock, british, grunge, blues_rock]",192,user_7248|user_14252|user_18802|user_26490|user_37804
TRIIXMU12903CAF643,No More Room To Breathe,There for Tomorrow,https://p.scdn.co/mp3-preview/a12e8132343d82c4bd5e49b485444ccc953d050e?cid=774b29d4f13844c495f206cafdad9c86,08p7lNyIwQm5LNofs9bYvY,"rock, alternative, alternative_rock, screamo",Rock,2008,188013,0.428,0.827,1,-5.548,1,0.0711,0.00478,0.0,0.252,0.486,164.805,4,"The song 'No More Room To Breathe' by There for Tomorrow is a Rock track released in 2008. With a duration of 3.13355 minutes, it has a tempo of 164.805 BPM. The song's energy level is 0.827, its danceability is 0.428, and its acousticness is 0.00478. It has been tagged with: [rock, alternative, alternative_rock, screamo]",472,user_1831|user_2800|user_4692|user_10764|user_11509
TRYJEYR128F4290FFB,Aqua Dementia,Mastodon,https://p.scdn.co/mp3-preview/3c3e0847b37585d03ef1b92abf103aa5fb61b35b?cid=774b29d4f13844c495f206cafdad9c86,03Gs3eAOlUkCJIsCX63qhD,"metal, heavy_metal, hardcore, metalcore, progressive_metal, post_hardcore",Metal,2004,250426,0.175,0.973,2,-6.287,1,0.178,6.94e-06,0.893,0.32,0.188,167.907,3,"The song 'Aqua Dementia' by Mastodon is a Metal track released in 2004. With a duration of 4.173766666666666 minutes, it has a tempo of 167.907 BPM. The song's energy level is 0.973, its danceability is 0.175, and its acousticness is 6.94e-06. It has been tagged with: [metal, heavy_metal, hardcore, metalcore, progressive_metal, post_hardcore]",365,user_13230|user_14498|user_15551|user_16050|user_21088
TRVLUPX128F428E373,Nephatiti,808 State,https://p.scdn.co/mp3-preview/6a66352621091ae2dbdf95d12d1e12f0af687233?cid=774b29d4f13844c495f206cafdad9c86,1Uf1HtWLVqzKp14T54eoKG,"electronic, ambient, experimental, house, techno",Electronic,1991,289933,0.644,0.595,11,-16.371,1,0.0475,0.000689,0.611,0.0445,0.414,120.001,4,"The song 'Nephatiti' by 808 State is a Electronic track released in 1991. With a duration of 4.832216666666667 minutes, it has a tempo of 120.001 BPM. The song's energy level is 0.595, its danceability is 0.644, and its acousticness is 0.000689. It has been tagged with: [electronic, ambient, experimental, house, techno]",1,user_816468
TRTWTES12903CF6897,I'm Running Right Through the World,The Toasters,https://p.scdn.co/mp3-preview/c7b9c42bdd5441f90d68aff82a39d9853cdf99df?cid=774b29d4f13844c495f206cafdad9c86,0KxMhSJeXCfps7U7WiiEiS,ska,Reggae,2012,230226,0.487,0.905,7,-6.906,1,0.221,0.159,6.94e-05,0.19,0.729,170.683,4,"The song 'I'm Running Right Through the World' by The Toasters is a Reggae track released in 2012. With a duration of 3.8371 minutes, it has a tempo of 170.683 BPM. The song's energy level is 0.905, its danceability is 0.487, and its acousticness is 0.159. It has been tagged with: [ska]",201,user_6333|user_18900|user_19729|user_22437|user_72499
TRACKRZ128F14934AA,Rasta Should Be Deeper,Junior Kelly,https://p.scdn.co/mp3-preview/688632c9f53140bafa920e0071a5f8a422d76871?cid=774b29d4f13844c495f206cafdad9c86,1Oyfktlkp2GoPm3WCvXWFA,reggae,Reggae,2014,210120,0.722,0.791,2,-6.36,0,0.0718,0.0301,0.0,0.297,0.768,72.38,4,"The song 'Rasta Should Be Deeper' by Junior Kelly is a Reggae track released in 2014. With a duration of 3.502 minutes, it has a tempo of 72.38 BPM. The song's energy level is 0.791, its danceability is 0.722, and its acousticness is 0.0301. It has been tagged with: [reggae]",188,user_11483|user_24970|user_25032|user_26823|user_38229
TRMVFXN12903CF3B6B,Polyphony,Strapping Young Lad,https://p.scdn.co/mp3-preview/ef6429fa39bf929d65c51e3abdfdcb02fa25489f?cid=774b29d4f13844c495f206cafdad9c86,0Usp4lNdqShkhZF40fIZsh,"metal, death_metal, progressive_metal, doom_metal",Metal,2006,114746,0.365,0.355,5,-10.584,1,0.0332,0.0654,0.00143,0.658,0.04,128.749,3,"The song 'Polyphony' by Strapping Young Lad is a Metal track released in 2006. With a duration of 1.9124333333333334 minutes, it has a tempo of 128.749 BPM. The song's energy level is 0.355, its danceability is 0.365, and its acousticness is 0.0654. It has been tagged with: [metal, death_metal, progressive_metal, doom_metal]",201,user_2618|user_17025|user_53691|user_55444|user_56343
TRYKIQJ128F42625A9,A Flight and a Crash,Hot Water Music,https://p.scdn.co/mp3-preview/2f8d32687b13a7da7079c17faea39bb67851b46d?cid=774b29d4f13844c495f206cafdad9c86,0gjByXuws7OkRMvIkmSoVs,"punk, punk_rock, post_hardcore",Punk,2001,128120,0.461,0.977,9,-4.286,1,0.0986,0.000198,0.0318,0.33,0.389,102.516,4,"The song 'A Flight and a Crash' by Hot Water Music is a Punk track released in 2001. With a duration of 2.1353333333333335 minutes, it has a tempo of 102.516 BPM. The song's energy level is 0.977, its danceability is 0.461, and its acousticness is 0.000198. It has been tagged with: [punk, punk_rock, post_hardcore]",237,user_1411|user_7513|user_10366|user_25101|user_31980
TROETZH128F146C778,Black Tongue,Yeah Yeah Yeahs,https://p.scdn.co/mp3-preview/44e707bf1e19ac57bc2e2faf4c272737e67f2654?cid=774b29d4f13844c495f206cafdad9c86,0MMrizwB37CXanePEq4CGl,"rock, alternative, indie, female_vocalists, alternative_rock, punk, indie_rock, post_punk, 00s",Rock,2003,179106,0.568,0.937,6,-3.121,1,0.0673,0.00228,0.0103,0.0799,0.633,138.736,4,"The song 'Black Tongue' by Yeah Yeah Yeahs is a Rock track released in 2003. With a duration of 2.9851 minutes, it has a tempo of 138.736 BPM. The song's energy level is 0.937, its danceability is 0.568, and its acousticness is 0.00228. It has been tagged with: [rock, alternative, indie, female_vocalists, alternative_rock, punk, indie_rock, post_punk, 00s]",535,user_2504|user_3406|user_4438|user_4947|user_12486
TRRWSJD128F42730ED,The Love Gang,The Raveonettes,https://p.scdn.co/mp3-preview/976c408c335675186b1fe81327ecb1afdce520ba?cid=774b29d4f13844c495f206cafdad9c86,0ZA0RQ3wjWHjatqViLSTwo,"rock, alternative, indie_rock, psychedelic_rock, 00s",Rock,2003,136373,0.565,0.662,10,-6.377,1,0.0268,0.000845,0.000137,0.0882,0.756,108.036,3,"The song 'The Love Gang' by The Raveonettes is a Rock track released in 2003. With a duration of 2.272883333333333 minutes, it has a tempo of 108.036 BPM. The song's energy level is 0.662, its danceability is 0.565, and its acousticness is 0.000845. It has been tagged with: [rock, alternative, indie_rock, psychedelic_rock, 00s]",17,user_8161|user_205412|user_360815|user_361266|user_787849
TRZGVVI12903CD9B6B,Hear It In The Cans,We Have Band,https://p.scdn.co/mp3-preview/53b19a8f483491d7ff8b0c9e6e20a26e3db5070c?cid=774b29d4f13844c495f206cafdad9c86,1BfGIZrS6Gzr0KzyaqKqLx,"rock, electronic, indie, post_rock, synthpop",Rock,2010,232933,0.666,0.761,4,-6.248,0,0.0302,0.178,0.0988,0.095,0.96,144.986,4,"The song 'Hear It In The Cans' by We Have Band is a Rock track released in 2010. With a duration of 3.882216666666667 minutes, it has a tempo of 144.986 BPM. The song's energy level is 0.761, its danceability is 0.666, and its acousticness is 0.178. It has been tagged with: [rock, electronic, indie, post_rock, synthpop]",375,user_845|user_1138|user_3168|user_14078|user_18474
TRDHLOW128F429BA29,Descending,Lamb of God,https://p.scdn.co/mp3-preview/9718d739d691a657f696afea64b571ba162630b6?cid=774b29d4f13844c495f206cafdad9c86,1ggn67S2BEQACIMpnLoFjf,"metal, death_metal, hardcore, thrash_metal, metalcore",Rock,2010,216786,0.476,0.973,2,-3.439,1,0.0857,0.000101,1.62e-05,0.0628,0.128,93.734,3,"The song 'Descending' by Lamb of God is a Rock track released in 2010. With a duration of 3.6131 minutes, it has a tempo of 93.734 BPM. The song's energy level is 0.973, its danceability is 0.476, and its acousticness is 0.000101. It has been tagged with: [metal, death_metal, hardcore, thrash_metal, metalcore]",58,user_38325|user_159838|user_178223|user_204302|user_288516
TRWBWOL128F92ED288,Nur Ihr Allein,In Extremo,https://p.scdn.co/mp3-preview/99f414e7342de60f71c5eb60023661482e6cabb6?cid=774b29d4f13844c495f206cafdad9c86,15ogaUVoLHjbXA9gQR24MD,german,Rock,2005,232373,0.455,0.965,9,-2.763,0,0.0716,0.00958,0.0,0.357,0.531,150.063,4,"The song 'Nur Ihr Allein' by In Extremo is a Rock track released in 2005. With a duration of 3.8728833333333332 minutes, it has a tempo of 150.063 BPM. The song's energy level is 0.965, its danceability is 0.455, and its acousticness is 0.00958. It has been tagged with: [german]",496,user_498|user_16969|user_30499|user_35887|user_45313
TRUWAUH128F9329702,Have You Never Been Mellow,Olivia Newton-John,https://p.scdn.co/mp3-preview/636d9d76e9fb0611ea91beb056750a4e57b372ff?cid=774b29d4f13844c495f206cafdad9c86,0E0NPRBP1JO0fLDqFGfAuD,"pop, female_vocalists, 70s",Pop,2012,220826,0.552,0.507,0,-7.912,1,0.0308,0.613,0.0,0.114,0.347,121.729,4,"The song 'Have You Never Been Mellow' by Olivia Newton-John is a Pop track released in 2012. With a duration of 3.6804333333333332 minutes, it has a tempo of 121.729 BPM. The song's energy level is 0.507, its danceability is 0.552, and its acousticness is 0.613. It has been tagged with: [pop, female_vocalists, 70s]",1363,user_1730|user_4957|user_7774|user_9360|user_11148
TRLMOPA128EF34C729,Stages,ZZ Top,https://p.scdn.co/mp3-preview/159739189af314be19fb9ba01d2f618962b0b778?cid=774b29d4f13844c495f206cafdad9c86,4Sx0FBH0vNWZVxeUCpdHoL,"rock, classic_rock, blues_rock",Jazz,1985,212026,0.453,0.787,7,-13.397,1,0.0327,0.0519,0.00478,0.166,0.834,75.876,4,"The song 'Stages' by ZZ Top is a Jazz track released in 1985. With a duration of 3.5337666666666667 minutes, it has a tempo of 75.876 BPM. The song's energy level is 0.787, its danceability is 0.453, and its acousticness is 0.0519. It has been tagged with: [rock, classic_rock, blues_rock]",64,user_19524|user_36191|user_56689|user_67659|user_71451
TRLHORC128F4213E94,Radio Heart,The Futureheads,https://p.scdn.co/mp3-preview/03b9071a39827ffa1dd8ea77ff1184871f33ad00?cid=774b29d4f13844c495f206cafdad9c86,1jEbVjBBPIArPO1Xhi1778,"indie, indie_rock, britpop",Rock,2008,181472,0.536,0.759,4,-10.137,1,0.0522,0.143,0.0,0.0463,0.78,158.003,4,"The song 'Radio Heart' by The Futureheads is a Rock track released in 2008. With a duration of 3.0245333333333333 minutes, it has a tempo of 158.003 BPM. The song's energy level is 0.759, its danceability is 0.536, and its acousticness is 0.143. It has been tagged with: [indie, indie_rock, britpop]",177,user_2799|user_5405|user_10356|user_43096|user_85474
TROCFRL12903CB9FF3,A Bite Out of my Bed,The New Pornographers,https://p.scdn.co/mp3-preview/0d484be634a78788a6a96c3f00ac909699908dd8?cid=774b29d4f13844c495f206cafdad9c86,3amlY1Ixlm2yKp2b63lS4j,"indie, indie_rock, post_rock, indie_pop",Rock,2010,193413,0.562,0.817,5,-7.529,1,0.0309,0.0134,0.0167,0.299,0.848,95.704,4,"The song 'A Bite Out of my Bed' by The New Pornographers is a Rock track released in 2010. With a duration of 3.22355 minutes, it has a tempo of 95.704 BPM. The song's energy level is 0.817, its danceability is 0.562, and its acousticness is 0.0134. It has been tagged with: [indie, indie_rock, post_rock, indie_pop]",703,user_14296|user_17950|user_18652|user_24369|user_25942
TRQBLMK128F422DE5F,The Way You Wear Your Head,Nada Surf,https://p.scdn.co/mp3-preview/61fe28df0e4db1950844d9f284d4f680f2a1330d?cid=774b29d4f13844c495f206cafdad9c86,00745jzyTNmGl4cilzuMDg,"rock, indie, alternative_rock, indie_rock",Rock,2002,198200,0.323,0.907,11,-4.885,1,0.0505,2.82e-05,0.00481,0.0894,0.238,154.084,4,"The song 'The Way You Wear Your Head' by Nada Surf is a Rock track released in 2002. With a duration of 3.3033333333333332 minutes, it has a tempo of 154.084 BPM. The song's energy level is 0.907, its danceability is 0.323, and its acousticness is 2.82e-05. It has been tagged with: [rock, indie, alternative_rock, indie_rock]",311,user_31708|user_34179|user_38364|user_59888|user_61565
TRYCLTV128F92FA813,Ashtray,edIT,https://p.scdn.co/mp3-preview/93ff20e32f40a7e6c5f04cf62c0447ee75c07583?cid=774b29d4f13844c495f206cafdad9c86,08E1HMbFFjgXaYJ9Ui1tWd,"electronic, downtempo, idm",Electronic,2004,255946,0.649,0.633,0,-9.958,1,0.233,0.00528,0.044,0.47,0.207,150.003,4,"The song 'Ashtray' by edIT is a Electronic track released in 2004. With a duration of 4.265766666666667 minutes, it has a tempo of 150.003 BPM. The song's energy level is 0.633, its danceability is 0.649, and its acousticness is 0.00528. It has been tagged with: [electronic, downtempo, idm]",98,user_6383|user_28085|user_44707|user_75817|user_94685
TRPFLFA128F428D258,B.O.B.,OutKast,https://p.scdn.co/mp3-preview/449a73a26e834b35e7fd64db4ba35f954553c58e?cid=774b29d4f13844c495f206cafdad9c86,04JJIAVOEZmEXgNMgCBJN0,"dance, rap, hip_hop, funk, 00s",Rap,2000,304226,0.746,0.978,9,-5.324,1,0.0978,0.0555,4.02e-05,0.026,0.652,153.897,4,"The song 'B.O.B.' by OutKast is a Rap track released in 2000. With a duration of 5.070433333333333 minutes, it has a tempo of 153.897 BPM. The song's energy level is 0.978, its danceability is 0.746, and its acousticness is 0.0555. It has been tagged with: [dance, rap, hip_hop, funk, 00s]",3362,user_6445|user_9006|user_9772|user_10040|user_11010
TRASKOA128F4263764,Downer,Nirvana,https://p.scdn.co/mp3-preview/cc434d0a43193b8926b628984d369f6db77d0eb9?cid=774b29d4f13844c495f206cafdad9c86,23G5DStPHmHm8V2cmHxKx3,"alternative, alternative_rock, punk, 90s, grunge",Rock,1989,103586,0.371,0.969,4,-4.826,0,0.0991,0.00148,0.33,0.165,0.519,101.648,4,"The song 'Downer' by Nirvana is a Rock track released in 1989. With a duration of 1.7264333333333333 minutes, it has a tempo of 101.648 BPM. The song's energy level is 0.969, its danceability is 0.371, and its acousticness is 0.00148. It has been tagged with: [alternative, alternative_rock, punk, 90s, grunge]",110,user_7949|user_19685|user_25942|user_26597|user_73252
TRKFQAT128F933D617,Don't Ever Leave,Smile Empty Soul,https://p.scdn.co/mp3-preview/a5f696e2b5aa5d0559b57a1cce58860a17d8b40a?cid=774b29d4f13844c495f206cafdad9c86,5QJJ8Jh9Cjy6djyVfFLUdd,"rock, alternative_rock, nu_metal",Rock,2009,190773,0.597,0.894,8,-3.015,0,0.0391,0.0266,2.45e-05,0.15,0.52,97.056,4,"The song 'Don't Ever Leave' by Smile Empty Soul is a Rock track released in 2009. With a duration of 3.17955 minutes, it has a tempo of 97.056 BPM. The song's energy level is 0.894, its danceability is 0.597, and its acousticness is 0.0266. It has been tagged with: [rock, alternative_rock, nu_metal]",753,user_1255|user_10046|user_15211|user_16096|user_18392
TRTWCFT128F92E0D1D,In the Heat of the Morning,The Last Shadow Puppets,https://p.scdn.co/mp3-preview/5e2d96cecce0c722d695f1c150448439a9e43478?cid=774b29d4f13844c495f206cafdad9c86,4MEJptBGo2zdPMIF9HXn5h,"alternative, indie_rock, british, cover",Rock,2008,161333,0.275,0.882,7,-6.54,1,0.0775,3.33e-05,9.44e-05,0.117,0.569,125.955,4,"The song 'In the Heat of the Morning' by The Last Shadow Puppets is a Rock track released in 2008. With a duration of 2.6888833333333335 minutes, it has a tempo of 125.955 BPM. The song's energy level is 0.882, its danceability is 0.275, and its acousticness is 3.33e-05. It has been tagged with: [alternative, indie_rock, british, cover]",343,user_737|user_18697|user_19207|user_23460|user_29903
TRMBEUS128F4277BF9,Set Free,Jazztronik,https://p.scdn.co/mp3-preview/4611141719f69106e67788375ccd1596318273b6?cid=774b29d4f13844c495f206cafdad9c86,1vaQLmxDHp0IQ10ll0ZywR,"jazz, japanese, lounge",Rock,2013,458586,0.613,0.694,4,-6.712,0,0.0721,0.052,0.26,0.15,0.736,112.414,4,"The song 'Set Free' by Jazztronik is a Rock track released in 2013. With a duration of 7.6431 minutes, it has a tempo of 112.414 BPM. The song's energy level is 0.694, its danceability is 0.613, and its acousticness is 0.052. It has been tagged with: [jazz, japanese, lounge]",120,user_3439|user_15063|user_20701|user_85944|user_111679
TRUXDHN128F429222D,We Carry On,Portishead,https://p.scdn.co/mp3-preview/605516ea5f60ce2470351fc11fe94d0268a550d8?cid=774b29d4f13844c495f206cafdad9c86,0ig9qLenoEShtGuX1lSb47,"electronic, alternative, female_vocalists, experimental, british, psychedelic, trip_hop",Electronic,2008,387786,0.56,0.913,3,-5.234,1,0.0353,0.502,0.582,0.295,0.414,126.996,4,"The song 'We Carry On' by Portishead is a Electronic track released in 2008. With a duration of 6.4631 minutes, it has a tempo of 126.996 BPM. The song's energy level is 0.913, its danceability is 0.56, and its acousticness is 0.502. It has been tagged with: [electronic, alternative, female_vocalists, experimental, british, psychedelic, trip_hop]",1078,user_849|user_5157|user_5314|user_6271|user_8645
TRTJTHP128F9300200,"Oh, Me",Meat Puppets,https://p.scdn.co/mp3-preview/739e6755e1980bb8afa574c0a1bc0cd113dacb0c?cid=774b29d4f13844c495f206cafdad9c86,2hTc8EbKxVQyuQq1KXLUOr,"rock, alternative_rock, grunge",Rock,1984,182000,0.578,0.313,7,-12.462,0,0.0404,0.155,0.152,0.107,0.357,131.36,4,"The song 'Oh, Me' by Meat Puppets is a Rock track released in 1984. With a duration of 3.033333333333333 minutes, it has a tempo of 131.36 BPM. The song's energy level is 0.313, its danceability is 0.578, and its acousticness is 0.155. It has been tagged with: [rock, alternative_rock, grunge]",445,user_3472|user_3610|user_4037|user_5793|user_7286
TRIOJDU128F422ACCA,Lohn & Brot,Efdemin,https://p.scdn.co/mp3-preview/597a6101dc65e2441ae47c467a5c24502a97388d?cid=774b29d4f13844c495f206cafdad9c86,0sgM6nrX1jEOLgY62SzfQB,electronic,Electronic,2007,487200,0.797,0.48,11,-14.295,1,0.116,0.0711,0.873,0.0956,0.208,123.991,4,"The song 'Lohn & Brot' by Efdemin is a Electronic track released in 2007. With a duration of 8.12 minutes, it has a tempo of 123.991 BPM. The song's energy level is 0.48, its danceability is 0.797, and its acousticness is 0.0711. It has been tagged with: [electronic]",41,user_38784|user_66428|user_96165|user_103452|user_118866
TRGXWSQ128F9319F0F,Making Enemies,Snow Patrol,https://p.scdn.co/mp3-preview/1c3cd838c7937360a69875d3d7deb205d89efe23?cid=774b29d4f13844c495f206cafdad9c86,2pahDtX8oSEX5rA16EIlBx,"rock, indie, alternative_rock, indie_rock, male_vocalists",Rock,2001,259026,0.479,0.732,9,-9.017,1,0.0388,0.00105,0.00152,0.045,0.365,80.715,4,"The song 'Making Enemies' by Snow Patrol is a Rock track released in 2001. With a duration of 4.3171 minutes, it has a tempo of 80.715 BPM. The song's energy level is 0.732, its danceability is 0.479, and its acousticness is 0.00105. It has been tagged with: [rock, indie, alternative_rock, indie_rock, male_vocalists]",590,user_68|user_1796|user_2268|user_4016|user_7949
